id,subject,level,unit,video_title,question_type,question,options,correct_answer,hint,good_response,wrong_response,language,difficulty,tags,source_doc,created_at
CHEM_NSI_Matter&Energy_Q19_SA,Chemistry,NS I,Unit: Matter & Energy,States of Matter & Changes,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,medium,"[""calorimetry""]",Chemistry - NSI.docx,2025-10-21T22:43:38.116806
CHEM_NSI_Matter&Energy_Q22_MCQ,Chemistry,NS I,Unit: Matter & Energy,Different Forms of Energy,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,hard,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSI.docx,2025-10-21T22:43:38.116833
CHEM_NSI_Matter&Energy_Q22_TF,Chemistry,NS I,Unit: Matter & Energy,Different Forms of Energy,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,hard,"[""kinetics"", ""collision theory""]",Chemistry - NSI.docx,2025-10-21T22:43:38.116856
CHEM_NSI_Matter&Energy_Q22_SA,Chemistry,NS I,Unit: Matter & Energy,Different Forms of Energy,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,hard,"[""calorimetry""]",Chemistry - NSI.docx,2025-10-21T22:43:38.116877
CHEM_NSI_Matter&Energy_Q25_MCQ,Chemistry,NS I,Unit: Matter & Energy,Matter — Definition and Structure,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,hard,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSI.docx,2025-10-21T22:43:38.116905
CHEM_NSI_Matter&Energy_Q25_TF,Chemistry,NS I,Unit: Matter & Energy,Matter — Definition and Structure,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,hard,"[""kinetics"", ""collision theory""]",Chemistry - NSI.docx,2025-10-21T22:43:38.116979
CHEM_NSI_Matter&Energy_Q25_SA,Chemistry,NS I,Unit: Matter & Energy,Matter — Definition and Structure,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,hard,"[""calorimetry""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117005
CHEM_NSI_Matter&Energy_Q28_MCQ,Chemistry,NS I,Unit: Matter & Energy,States of Matter & Changes,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,hard,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117032
CHEM_NSI_Matter&Energy_Q28_TF,Chemistry,NS I,Unit: Matter & Energy,States of Matter & Changes,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,hard,"[""kinetics"", ""collision theory""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117046
CHEM_NSI_Matter&Energy_Q28_SA,Chemistry,NS I,Unit: Matter & Energy,States of Matter & Changes,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,hard,"[""calorimetry""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117059
CHEM_NSI_Matter&Energy_Q31_MCQ,Chemistry,NS I,Unit: Matter & Energy,Different Forms of Energy,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117077
CHEM_NSI_Matter&Energy_Q31_TF,Chemistry,NS I,Unit: Matter & Energy,Different Forms of Energy,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117090
CHEM_NSI_Matter&Energy_Q31_SA,Chemistry,NS I,Unit: Matter & Energy,Different Forms of Energy,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117102
CHEM_NSI_Matter&Energy_Q34_MCQ,Chemistry,NS I,Unit: Matter & Energy,States of Matter & Changes,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117118
CHEM_NSI_Matter&Energy_Q34_TF,Chemistry,NS I,Unit: Matter & Energy,States of Matter & Changes,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117131
CHEM_NSI_Matter&Energy_Q34_SA,Chemistry,NS I,Unit: Matter & Energy,States of Matter & Changes,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117143
CHEM_NSI_Matter&Energy_Q37_MCQ,Chemistry,NS I,Unit: Matter & Energy,Different Forms of Energy,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117159
CHEM_NSI_Matter&Energy_Q37_TF,Chemistry,NS I,Unit: Matter & Energy,Different Forms of Energy,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117171
CHEM_NSI_Matter&Energy_Q37_SA,Chemistry,NS I,Unit: Matter & Energy,Different Forms of Energy,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117183
CHEM_NSI_Matter&Energy_Q40_MCQ,Chemistry,NS I,Unit: Matter & Energy,Different Forms of Energy,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSI.docx,2025-10-21T22:43:38.117200
CHEM_NSIII_GasLaws_Q01_MCQ,Chemistry,NS III,Unit: Gas Laws,Gas Properties & Kinetic Theory,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117262
CHEM_NSIII_GasLaws_Q01_TF,Chemistry,NS III,Unit: Gas Laws,Gas Properties & Kinetic Theory,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117280
CHEM_NSIII_GasLaws_Q01_SA,Chemistry,NS III,Unit: Gas Laws,Gas Properties & Kinetic Theory,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117297
CHEM_NSIII_GasLaws_Q04_MCQ,Chemistry,NS III,Unit: Gas Laws,Boyle’s & Charles’ Laws,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117321
CHEM_NSIII_GasLaws_Q04_TF,Chemistry,NS III,Unit: Gas Laws,Boyle’s & Charles’ Laws,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117340
CHEM_NSIII_GasLaws_Q04_SA,Chemistry,NS III,Unit: Gas Laws,Boyle’s & Charles’ Laws,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117357
CHEM_NSIII_GasLaws_Q07_MCQ,Chemistry,NS III,Unit: Gas Laws,Boyle’s & Charles’ Laws,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117383
CHEM_NSIII_GasLaws_Q07_TF,Chemistry,NS III,Unit: Gas Laws,Boyle’s & Charles’ Laws,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117408
CHEM_NSIII_GasLaws_Q07_SA,Chemistry,NS III,Unit: Gas Laws,Boyle’s & Charles’ Laws,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117422
CHEM_NSIII_GasLaws_Q10_MCQ,Chemistry,NS III,Unit: Gas Laws,Gas Properties & Kinetic Theory,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117439
CHEM_NSIII_GasLaws_Q10_TF,Chemistry,NS III,Unit: Gas Laws,Gas Properties & Kinetic Theory,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSIII.docx,2025-10-21T22:43:38.117452
